"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"Other Devices and Systems","Vertiv CYBEX™ SCMV2160DPH, SC840DVIE, SC940DVIE, SC840HE, SC940HE, SC840DPE, SC940DPE Firmware Version 44404-E7E7 Peripheral Sharing Devices","ZTE Corporation","US","None","MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0","08/27/2021","08/27/2026","http://www.commoncriteriaportal.org:80/files/epfiles/st_vid11122-vr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_vid11122-st.pdf","","","",""
"Other Devices and Systems","SolarWinds Orion Suite for Federal Government V4.1","Solarwinds Worldwide, LLC","NL","EAL2+,ALC_FLR.2","","08/02/2021","08/02/2026","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0036280-CR-1.0 2021-08-02.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SolarWinds Orion ST v2.4.pdf","","","",""
"Other Devices and Systems","MOzART Command Center Web Portal v1.1","Certis CISCO Security Pte Ltd (Certis)","MY","EAL2","","07/26/2021","07/26/2026","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C117-CR-v1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Mozart Command Center Web Portal Security Target v1.26.pdf","","","",""
"Other Devices and Systems","secunet konnektor 2.0.0, Version 4.1.3:2.0.0","Secunet Security Networks AG","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5","BSI-CC-PP-0097-V2-2020","07/16/2021","07/15/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1044V4a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1044V4b_pdf.pdf","","","",""
"Other Devices and Systems","secunet konnektor 2.0.0, Version 4.1.3:2.0.0 (PTV4 - EBK)","Secunet Security Networks AG","DE","Basic,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.3","","07/16/2021","07/16/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1163a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1163b_pdf.pdf","","","",""
"Other Devices and Systems","secunet konnektor 2.1.0, Version 4.1.3:2.1.0","Secunet Security Networks AG","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5","BSI-CC-PP-0097-V2-2020","07/16/2021","07/15/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1128V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1128V3b_pdf.pdf","","","",""
"Other Devices and Systems","secunet konnektor 2.1.0, Version 4.1.3:2.1.0","Secunet Security Networks AG","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.3","","07/16/2021","07/15/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1174a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1174b_pdf.pdf","","","",""
"Other Devices and Systems","Belkin F1DN102MOD-BA-4, F1DN202MOD-BA-4, F1DN104MOD-BA-4, F1DN204MOD-BA-4, F1DN108MOD-BA-4, F1DN208MOD-BA-4, F1DN102MOD-HH-4, F1DN102MOD-PP-4, F1DN102MOD-DD-4, F1DN202MOD-HH-4, F1DN202MOD-PP-4, F1DN202MOD-DD-4, F1DN104MOD-HH-4, F1DN104MOD-PP-4, F1DN108MOD-PP-4, F1DN104MOD-DD-4, F1DN204MOD-HH-4, F1DN204MOD-PP-4, F1DN208MOD-PP-4, F1DN204MOD-DD-4, F1DN104MOD-XX-4, F1DN204MOD-XX-4 Firmware Version 44404-E7E7 Peripheral Sharing Devices","Belkin International, Inc.","CA","None","MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0","07/11/2021","07/11/2026","http://www.commoncriteriaportal.org:80/files/epfiles/534-EWA CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/534-EWA ST v1.6.pdf","","","",""
"Other Devices and Systems","IPGARD Secure KM Switches (CAC Models)","IPGARD, Inc.","US","None","MOD_AO_V1.0,MOD_KM_V1.0,MOD_UA_V1.0,PP_PSD_V4.0","07/09/2021","07/09/2026","http://www.commoncriteriaportal.org:80/files/epfiles/st_vid11135-vr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_vid11135-st.pdf","","","",""
"Other Devices and Systems","IPGARD Secure KVM Switch (Non-CAC Models)","IPGARD, Inc.","US","None","MOD_AO_V1.0,MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0","07/09/2021","07/09/2026","http://www.commoncriteriaportal.org:80/files/epfiles/st_vid11134-vr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_vid11134-st.pdf","","","",""
"Other Devices and Systems","IPGARD Secure KVM Switch/Isolator (CAC Models)","IPGARD, Inc.","US","None","MOD_AO_V1.0,MOD_KM_V1.0,MOD_UA_V1.0,MOD_VI_V1.0,PP_PSD_V4.0","07/09/2021","07/09/2026","http://www.commoncriteriaportal.org:80/files/epfiles/st_vid11133-vr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_vid11133-st1.pdf","","","",""
"Other Devices and Systems","Belkin F1DN104KVM-UNN4, F1DN204KVM-UNN4, F1DN102KVM-UNN4, F1DN202KVM-UNN4 Firmware Version 44404-E7E7 Peripheral Sharing Devices","Belkin International, Inc.","CA","None","MOD_AO_V1.0,MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0","07/08/2021","07/08/2026","http://www.commoncriteriaportal.org:80/files/epfiles/533-EWA CR v1.1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Belkin_CFG_PSD-AO-KM-VI_ST_1.9.pdf","04/11/2023","Belkin F1DN104KVM-UNN4, F1DN204KVM-UNN4, F1DN102KVM-UNN4, F1DN202KVM-UNN4, F1DN104KVM-HA-4, F1DN204KVM-HA-4, F1DN102KVM-HA-4, F1DN202KVM-HA-4 Firmware Version 44404-E7E7 Peripheral Sharing Devices","http://www.commoncriteriaportal.org:80/files/epfiles/533-EWA MR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/533-EWA ST v2.0.pdf"
"Other Devices and Systems","Belkin F1DN104KVM-UNN4, F1DN204KVM-UNN4, F1DN102KVM-UNN4, F1DN202KVM-UNN4 Firmware Version 44404-E7E7 Peripheral Sharing Devices","Belkin International, Inc.","CA","None","MOD_AO_V1.0,MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0","07/08/2021","07/08/2026","http://www.commoncriteriaportal.org:80/files/epfiles/533-EWA CR v1.1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Belkin_CFG_PSD-AO-KM-VI_ST_1.9.pdf","","","",""
"Other Devices and Systems","CONEXA 3.0 Version 1.1","Theben AG","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","07/01/2021","06/30/2026","http://www.commoncriteriaportal.org:80/files/epfiles/0918V2a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0918V2b.pdf","","","",""
"Other Devices and Systems","Huawei OptiX OSN 1800&OptiXtrans E6600 Software Management Component V100R020C10 Version V100R020C10SPC300","Huawei Technologies Co., Ltd.","NL","EAL3+,ALC_FLR.2","","06/28/2021","06/28/2026","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0287172-cr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0287172-st.pdf","","","",""
"Other Devices and Systems","POLYAS CORE Version 2.5.0","POLYAS GmbH","DE","EAL2+,ALC_CMC.3,ALC_CMS.3,ALC_DVS.1,ALC_LCD.1","CC_SB_SO-W_V1.0","06/25/2021","06/24/2026","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2b_pdf.pdf","11/24/2021","POLYAS Core, Version 2.5.3","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2MA1a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2MA1b_pdf.pdf"
"Other Devices and Systems","POLYAS CORE Version 2.5.0","POLYAS GmbH","DE","EAL2+,ALC_CMC.3,ALC_CMS.3,ALC_DVS.1,ALC_LCD.1","CC_SB_SO-W_V1.0","06/25/2021","06/24/2026","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2b_pdf.pdf","03/11/2022","POLYAS CORE Version 2.5.0","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2MA2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2MA2b_pdf.pdf"
"Other Devices and Systems","POLYAS CORE Version 2.5.0","POLYAS GmbH","DE","EAL2+,ALC_CMC.3,ALC_CMS.3,ALC_DVS.1,ALC_LCD.1","CC_SB_SO-W_V1.0","06/25/2021","06/24/2026","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0862V2b_pdf.pdf","","","",""
"Other Devices and Systems","Argus Command Center Web Portal Stable Version 2.1","Certis CISCO Security Pte Ltd (Certis)","MY","EAL2","","06/23/2021","06/23/2026","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C115-CR-v1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2019 Certis Cisco – Argus CC EAL2 – Security Target [ASE]-v1.14 2.pdf","","","",""
"Other Devices and Systems","SecurePay Platform V4.9.1","SecurePay Sdn. Bhd.","MY","EAL2","","06/16/2021","06/16/2026","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C119-CR-v1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SecurePay Security Target v1.0.pdf","","","",""
"Other Devices and Systems","BDrive Windows Client, Version 3.50.89.4","Cherry GmbH","DE","EAL2","","05/31/2021","05/30/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1106a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1106b_pdf.pdf","","","",""
"Other Devices and Systems","Huawei OptiX OSN 9800&OptiXtrans 9600&OptiXtrans DC908 V100R019C10 Software Management Component Version V100R019C10SPC600","Huawei Technologies Co., Ltd.","NL","EAL3,ALC_FLR.2","","05/24/2021","05/24/2026","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-0287182-CRv2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0287182-st.pdf","","","",""
"Other Devices and Systems","fiskaly Cloud Crypto Service Provider 1.2.0","fiskaly GmbH","DE","EAL2,ALC_CMS.3,ALC_LCD.1","","05/20/2021","05/20/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1153V2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1153b_pdf.pdf","","","",""
"Other Devices and Systems","Huawei ECC800 software management component version V100R021C00SPC100","Huawei Technologies Co. Ltd.","ES","EAL3+,ALC_FLR.2","","05/18/2021","05/18/2026","http://www.commoncriteriaportal.org:80/files/epfiles/2019-50 INF-3506.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2019-50 ST.pdf","","","",""
"Other Devices and Systems","fiskaly Security Module Application for Electronic Record-keeping Systems, Version 1.0.5","fiskaly GmbH","DE","EAL2+,ALC_CMC.3,ALC_LCD.1","BSI-PP-0105","05/17/2021","05/16/2029","http://www.commoncriteriaportal.org:80/files/epfiles/1130a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1130b_pdf.pdf","","","",""
"Other Devices and Systems","HCL BigFix version 10.0.1.41","HCL Technologies Limited","IT","EAL2","","05/06/2021","05/06/2026","http://www.commoncriteriaportal.org:80/files/epfiles/cr_hcl_bigfix_100141_v1.0_en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_hcl_bigfix_100141_v1.4.pdf","","","",""
"Other Devices and Systems","Belkin F1DN104KVM-UN-4, F1DN204KVM-UN-4, F1DN102KVM-UN-4, F1DN202KVM-UN-4, F1DN108KVM-UN-4, F1DN208KVM-UN-4, F1DN116KVM-UN-4 Firmware Version 44444-E7E7 Peripheral Sharing Devices","Belkin International, Inc.","CA","None","MOD_AO_V1.0,MOD_KM_V1.0,MOD_UA_V1.0,MOD_VI_V1.0,PP_PSD_V4.0","04/29/2021","04/29/2026","http://www.commoncriteriaportal.org:80/files/epfiles/532-EWA CR v1.2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/532-EWA ST v1.6.pdf","","","",""
"Other Devices and Systems","Huawei AppGallery v10.4.0.301","Huawei Services (Hong Kong) Co. Limited","MY","EAL1","","04/20/2021","04/20/2026","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C116-CR-V1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Huawei AppGallery-ST v1.0.pdf","","","",""
"Other Devices and Systems","eHealth Card Terminal with Touchscreen Display, ST-1506, AFxZ 2.0.0:4.0.0","Cherry GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_TAT.1,AVA_VLA.4","","04/15/2021","04/14/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1124a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1124b_pdf.pdf","05/17/2021","eHealth Card Terminal with Touchscreen Display,ST-1506, AFxZ 2.0.4:4.0.0","http://www.commoncriteriaportal.org:80/files/epfiles/1124ma1a_pdf.pdf",""
"Other Devices and Systems","eHealth Card Terminal with Touchscreen Display, ST-1506, AFxZ 2.0.0:4.0.0","Cherry GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_TAT.1,AVA_VLA.4","","04/15/2021","04/14/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1124a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1124b_pdf.pdf","08/03/2021","CHERRY eHealth Terminal ST-1506, FW 2.0.17, HW 4.0.0","http://www.commoncriteriaportal.org:80/files/epfiles/1124ma2a_pdf.pdf",""
"Other Devices and Systems","eHealth Card Terminal with Touchscreen Display, ST-1506, AFxZ 2.0.0:4.0.0","Cherry GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_TAT.1,AVA_VLA.4","","04/15/2021","04/14/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1124a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1124b_pdf.pdf","10/13/2021","CHERRY eHealth Terminal ST-1506, FW 2.0.20, HW 4.0.0","http://www.commoncriteriaportal.org:80/files/epfiles/1124ma3a_pdf.pdf",""
"Other Devices and Systems","eHealth Card Terminal with Touchscreen Display, ST-1506, AFxZ 2.0.0:4.0.0","Cherry GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_TAT.1,AVA_VLA.4","","04/15/2021","04/14/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1124a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1124b_pdf.pdf","03/16/2022","eHealth Card Terminal with Touchscreen Display, ST-1506, AFxZ FW 2.0.20 HW 4.0.0","http://www.commoncriteriaportal.org:80/files/epfiles/1124ma4a_pdf.pdf",""
"Other Devices and Systems","eHealth Card Terminal with Touchscreen Display, ST-1506, AFxZ 2.0.0:4.0.0","Cherry GmbH","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_TAT.1,AVA_VLA.4","","04/15/2021","04/14/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1124a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1124b_pdf.pdf","","","",""
"Other Devices and Systems","CryptoServer CSPLight Version 1.0.0","Utimaco","DE","EAL2+,ALC_CMS.3,ALC_LCD.1","","04/01/2021","04/01/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1145a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1145b_pdf.pdf","11/05/2021","CryptoServer CSPLight, Version 1.0.2","http://www.commoncriteriaportal.org:80/files/epfiles/1145ma1a_pdf.pdf",""
"Other Devices and Systems","CryptoServer CSPLight Version 1.0.0","Utimaco","DE","EAL2+,ALC_CMS.3,ALC_LCD.1","","04/01/2021","04/01/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1145a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1145b_pdf.pdf","","","",""
"Other Devices and Systems","CASA 1.0","EMH metering GmbH &amp; Co. KG","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/30/2021","03/30/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0919V2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0919V2b_pdf.pdf","09/03/2021","CASA 1.0, TOE Software Version: 30100000__X026fTOE, Hardware Version: 10 301 / 10 302 / 10 303 / 10 304","http://www.commoncriteriaportal.org:80/files/epfiles/0919V2ma1a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0919V2ma1b_pdf.pdf"
"Other Devices and Systems","CASA 1.0","EMH metering GmbH &amp; Co. KG","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/30/2021","03/30/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0919V2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0919V2b_pdf.pdf","12/21/2021","CASA 1.0
SW: 30000000__X026b/c
HW: 10 301, 10 302, 10 303, 10 304","http://www.commoncriteriaportal.org:80/files/epfiles/0919ra1a_pdf.pdf",""
"Other Devices and Systems","CASA 1.0","EMH metering GmbH &amp; Co. KG","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/30/2021","03/30/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0919V2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0919V2b_pdf.pdf","","","",""
"Other Devices and Systems","SMARTY IQ-GPRS / LTE, Version 1.1","Sagemcom Dr. Neuhaus GmbH","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/30/2021","03/29/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3b_pdf.pdf","04/01/2022","SMARTY IQ-LTE, Version 1.1, Hardware Version: DNT8209/3.3, Software Version 2.0.3036, Operating System Version DNT8209-21","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3MA1a_pdf.pdf",""
"Other Devices and Systems","SMARTY IQ-GPRS / LTE, Version 1.1","Sagemcom Dr. Neuhaus GmbH","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/30/2021","03/29/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3b_pdf.pdf","09/02/2022","SMARTY IQ-LTE, Version 1.1, Hardware Version: DNT8209/3.3, Software Version 2.0.3036, Operating System Version DNT8209-21","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3MA2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3MA2b_pdf.pdf"
"Other Devices and Systems","SMARTY IQ-GPRS / LTE, Version 1.1","Sagemcom Dr. Neuhaus GmbH","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/30/2021","03/29/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3b_pdf.pdf","03/29/2023","SMARTY IQ-GPRS / LTE, Version 1.1, Hardware Version: DNT8209/3.3, Software Version: 2.0.3036, Operating System Version: DNT8209-21","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3ra1a_pdf.pdf",""
"Other Devices and Systems","SMARTY IQ-GPRS / LTE, Version 1.1","Sagemcom Dr. Neuhaus GmbH","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/30/2021","03/29/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3b_pdf.pdf","11/25/2024","SMARTY IQ_LTE, Version 1.1","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3ra2a_pdf.pdf",""
"Other Devices and Systems","SMARTY IQ-GPRS / LTE, Version 1.1","Sagemcom Dr. Neuhaus GmbH","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/30/2021","03/29/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0822V3b_pdf.pdf","","","",""
"Other Devices and Systems","SMGW,  Version 1.1.1","OpenLimit SignCubes GmbH","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/12/2021","03/12/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0831V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0831V3b_pdf.pdf","03/30/2021","SMGW Version 1.1.1","http://www.commoncriteriaportal.org:80/files/epfiles/0831V3ma1a_pdf.pdf",""
"Other Devices and Systems","SMGW,  Version 1.1.1","OpenLimit SignCubes GmbH","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/12/2021","03/12/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0831V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0831V3b_pdf.pdf","","","",""
"Other Devices and Systems","SMGW,  Version 1.1.1","OpenLimit SignCubes GmbH","DE","EAL4+,ALC_FLR.2,AVA_VAN.5","SMARTMETERGATEWAYPP_V1.3","03/12/2021","03/12/2029","http://www.commoncriteriaportal.org:80/files/epfiles/0831V3a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0831V3b_pdf.pdf","","","",""
"Other Devices and Systems","Swissbit TSE SMAERS Firmware","Swissbit AG","DE","EAL2","BSI-PP-0105","03/12/2021","03/12/2029","http://www.commoncriteriaportal.org:80/files/epfiles/1121V2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1121V2b_pdf.pdf","03/31/2023","Swissbit TSE SMAERS Firmware","http://www.commoncriteriaportal.org:80/files/epfiles/1121V2ma01a_pdf.pdf",""
"Other Devices and Systems","Swissbit TSE SMAERS Firmware","Swissbit AG","DE","EAL2","BSI-PP-0105","03/12/2021","03/12/2029","http://www.commoncriteriaportal.org:80/files/epfiles/1121V2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1121V2b_pdf.pdf","","","",""
"Other Devices and Systems","OPSWAT MetaDefender Core v4.19.0 & MetaDefender Kiosk v4.4.5","OPSWAT, Inc.","CA","EAL2+,ALC_FLR.1","","03/03/2021","03/03/2026","http://www.commoncriteriaportal.org:80/files/epfiles/518-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/518-LSS ST v1.3.pdf","","","",""
"Other Devices and Systems","fiskaly Cloud Crypto Service Provider 1.0.0","fiskaly GmbH","DE","EAL2,ALC_CMS.3,ALC_LCD.1","","02/26/2021","02/25/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1153a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1153b_pdf.pdf","","","",""
